Rank,Institution Name,Country,Year,Academic Reputation,Employer Reputation,Faculty Student,Citations per Faculty,International Faculty,International Students,Overall
1,Massachusetts Institute of Technology (MIT),United States,2021,100,100,100,100,91.9,99.1,100
2,Stanford University,United States,2021,100,100,100,99.7,63.6,98.1,98.4
3,Harvard University,United States,2021,100,100,98.6,85.2,69.9,99.1,97.9
4,California Institute of Technology (Caltech),United States,2021,97,82.8,100,100,88.2,99.9,97
5,University of Oxford,United Kingdom,2021,100,100,100,99.4,98.3,81.3,96.7
6,ETH Zurich - Swiss Federal Institute of Technology,Switzerland,2021,98.7,96.6,80.8,100,97.9,96.4,95
7,University of Cambridge,United Kingdom,2021,100,100,100,100,97.4,69.2,94.3
8,Imperial College London,United Kingdom,2021,98.5,99.8,99.9,100,100,68.6,93.6
9,University of Chicago,United States,2021,99.4,91.3,94.4,67.1,82.6,86.3,93.1
10,UCL,United Kingdom,2021,99.4,98.3,98.4,99.3,100,65.4,92.9
11,National University of Singapore (NUS),Singapore,2021,99.7,98.4,90.7,100,71.4,72.9,91.5
12,Princeton University,United States,2021,99.9,99,68.6,71.6,65.6,100,91
13,"Nanyang Technological University, Singapore (NTU)",Singapore,2021,89.8,89.8,91.5,100,67.6,89,89.9
14,EPFL,Switzerland,2021,80.4,80,96.3,100,100,98.5,89.6
15,Tsinghua University,China (Mainland),2021,98.2,98.6,93.3,55.3,29.7,83.2,89.2
16,University of Pennsylvania,United States,2021,96.1,91.5,100,88.7,65.3,63.8,88.6
17,Yale University,United States,2021,99.9,100,100,85.3,54.5,52.8,88
18,Cornell University,United States,2021,98.5,90.9,63.7,93.7,70,88.6,87.6
19,Columbia University,United States,2021,99.7,97.3,100,37.2,96.3,48.5,86.5
20,The University of Edinburgh,United Kingdom,2021,98,95.4,83.1,98.2,99,50.2,85.8
21,University of Michigan-Ann Arbor,United States,2021,98.9,92.7,89.4,74.8,41.3,58,84.6
22,The University of Hong Kong,"Hong Kong,China",2021,98.1,76.3,83.8,100,98.9,48,83.7
23,Peking University,China (Mainland),2021,99.2,99.1,76.4,69.7,34.3,64.9,83.5
24,The University of Tokyo,Japan,2021,100,99.6,92.3,10.7,26.1,62.5,83.2
25,Johns Hopkins University,United States,2021,86.7,47,100,66.3,87.7,75.9,82.7
25,University of Toronto,Canada,2021,99.3,96.8,70.3,97.9,94.1,45.8,82.7
27,The Hong Kong University of Science and Technology,"Hong Kong,China",2021,85.2,63.6,66.7,100,88.9,92.1,82.1
27,The University of Manchester,United Kingdom,2021,95.3,97.4,72.7,92.9,98.8,48.4,82.1
29,Northwestern University,United States,2021,85.1,74.4,99.7,57.9,45.3,72.3,81.5
30,"University of California, Berkeley (UCB)",United States,2021,100,99.9,21.3,94.9,39.7,96.9,80.8
31,The Australian National University,Australia,2021,95.6,77.6,40.1,100,99.6,77.8,80
31,King's College London,United Kingdom,2021,88.9,81.1,83.1,98.4,99.9,46.4,80
31,McGill University,Canada,2021,92.3,94.1,67.5,90.5,96.3,51.8,80
34,Fudan University,China (Mainland),2021,84.7,92.5,90.9,93.1,46.3,55.7,79.9
35,New York University (NYU),United States,2021,95.8,96.5,96.7,37.3,93,25.8,79.4
36,"University of California, Los Angeles (UCLA)",United States,2021,100,99.7,42,47.3,32.6,81.9,79.2
37,Seoul National University,South Korea,2021,97.9,95.9,87.9,18.6,11.6,53.7,79
38,Kyoto University,Japan,2021,98.6,96.9,95,16,19.8,42.6,78.9
39,KAIST - Korea Advanced Institute of Science & Technology,South Korea,2021,86.8,82.2,70,24.7,9.7,97.4,78.6
40,The University of Sydney,Australia,2021,97.4,95.3,21.4,100,100,69.6,77.1
41,The University of Melbourne,Australia,2021,99.1,97.3,18.8,97.4,100,65.4,76.5
42,Duke University,United States,2021,88.2,85.3,100,5.9,58,44.7,76.4
43,The Chinese University of Hong Kong (CUHK),"Hong Kong,China",2021,90.3,53.1,59.2,100,91.5,62.6,75.8
44,The University of New South Wales (UNSW Sydney),Australia,2021,91.1,94.9,16.7,100,99.2,78.4,75.4
45,University of British Columbia,Canada,2021,97.1,89.6,53.1,89.5,78.8,37.4,74.8
46,The University of Queensland,Australia,2021,89,78.2,23.8,100,99.9,79.6,74.5
47,Shanghai Jiao Tong University,China (Mainland),2021,82.5,90.9,60.4,64,30.2,75.4,74.4
48,City University of Hong Kong,"Hong Kong,China",2021,61.5,32.8,88.9,100,99,91.2,74.3
49,The London School of Economics and Political Science (LSE),United Kingdom,2021,75.8,99.6,41.9,100,100,74,73.9
50,Technical University of Munich,Germany,2021,83.8,98.5,89.7,63.4,84.7,22.4,73.6
51,Carnegie Mellon University,United States,2021,73.3,72.4,51,65.3,99.4,89.8,73.4
52,Universit¨¦ PSL,France,2021,75.5,97.5,100,64.5,68.4,31.6,73.3
53,Zhejiang University,China (Mainland),2021,69.3,91.1,90,98.1,74.2,40,71.9
54,"University of California, San Diego (UCSD)",United States,2021,91.9,50.4,61.3,59.9,64.3,52.7,71.2
55,Monash University,Australia,2021,90,88.7,14.1,100,100,64.2,70.9
56,Tokyo Institute of Technology (Tokyo Tech),Japan,2021,73.3,90.4,83.4,27.6,28,62.6,70.8
57,Delft University of Technology,Netherlands,2021,70.7,87.9,43.9,99.8,85.6,75.8,70.7
58,University of Bristol,United Kingdom,2021,75.5,82.9,70.8,91.5,80.6,44.8,70.6
59,Universiti Malaya (UM),Malaysia,2021,74.1,84.6,82.1,68.7,44.5,47.7,70.1
60,Brown University,United States,2021,60.2,58.1,82,82.9,53.4,82.3,70
61,University of Amsterdam,France,2021,82.3,55.6,35.4,84.5,61.6,83.3,69.9
61,Ecole Polytechnique,Netherlands,2021,41.8,98.7,99.8,95.8,99,65.8,69.9
62,The University of Warwick,United Kingdom,2021,74.3,92,47.8,98.1,99.2,51.4,69
63,Ludwig-Maximilians-Universit?t M¨¹nchen,Germany,2021,92.9,80.7,49.1,57.6,36.2,43.9,68.9
64,Ruprecht-Karls-Universit?t Heidelberg,Germany,2021,80.6,41.8,99.1,52.3,49.5,34.2,68.6
65,University of Wisconsin-Madison,United States,2021,85.6,49.5,72.7,34.7,27.6,54.9,68.2
66,National Taiwan University (NTU),"Taiwan,China",2021,91.8,87.5,38.7,19.1,38.7,54.8,67.5
66,Universidad de Buenos Aires (UBA),Argentina,2021,88.3,90.8,77.9,60.4,71.8,2.5,67.5
69,Korea University,South Korea,2021,75.2,91.7,84.9,15,53.3,35.4,67.1
69,University of Zurich,Switzerland,2021,59.7,60.6,98,100,59.8,45.9,67.1
71,University of Texas at Austin,United States,2021,94,83.4,12.4,6.5,16.2,84,66.7
72,Osaka University,Japan,2021,80.1,79.6,78.9,20.3,14,41.3,66.1
72,University of Washington,United States,2021,85.9,49,13.7,39.7,39.5,98.8,66.1
74,Lomonosov Moscow State University,Russia,2021,77.3,82.8,99.8,20.1,76.8,7.4,65.9
75,The Hong Kong Polytechnic University,"Hong Kong,China",2021,66.3,40.8,78,100,80.2,51,65.8
76,University of Copenhagen,Denmark,2021,72.8,38.7,100,91.8,26.5,31.2,65.5
77,Pohang University of Science And Technology (POSTECH),South Korea,2021,43,54.6,99.9,33.8,3,98.7,64.6
77,University of Glasgow,United Kingdom,2021,73,66.8,60.4,93.8,97.1,33.5,64.6
79,Tohoku University,Japan,2021,69.3,72.4,98.1,11.8,16.9,39.6,64.3
80,Georgia Institute of Technology,United States,2021,68.8,76.4,9.2,71,64.8,99.9,64.1
81,The University of Auckland,New Zealand,2021,84.9,55.9,25.4,97.6,94.5,47,64
82,University of Illinois at Urbana-Champaign,United States,2021,87.4,52.1,10.8,18.8,60.4,83.7,63.4
83,Sorbonne University,France,2021,90.1,47.4,38.9,34,57.1,49.3,63.3
84,KU Leuven,Belgium,2021,83.4,55.5,9.4,90.7,36.1,77.5,63
85,Yonsei University,South Korea,2021,68.3,87.7,85.1,12.1,45.3,31,62.5
86,Durham University,United Kingdom,2021,58,90.2,33.1,97.9,88.7,68.3,62.2
87,University of Birmingham,United Kingdom,2021,64.4,72.6,52.5,93.4,87.9,45.4,62
88,Sungkyunkwan University(SKKU),South Korea,2021,60.2,75.6,84.9,20.1,39.3,47.7,61.5
89,Rice University,United States,2021,39.6,25.3,80.8,88.8,92,87.5,61.4
90,University of Southampton,United Kingdom,2021,50.9,52.9,66.8,97.6,93.5,61.7,61.3
91,University of Leeds,United Kingdom,2021,70.6,78.1,46,84.7,81.3,36.7,61.2
92,The University of Western Australia,Australia,2021,61.1,52.7,19,100,99.6,85.7,61
93,The University of Sheffield,United Kingdom,2021,61.4,58.6,62.2,85.3,96,42.8,60.8
93,University of Science and Technology of China,China (Mainland),2021,53.9,19.9,77.7,24.1,6.1,99.2,60.8
95,"University of North Carolina, Chapel Hill",United States,2021,68.1,49.7,84.4,32.6,10.5,44.8,60.6
96,University of St Andrews,United Kingdom,2021,46,61.1,67.6,98.4,99.8,60.2,60.3
97,Lund University,Sweden,2021,70,50.9,53.6,92.3,69,39.9,60.2
98,KTH Royal Institute of Technology,Sweden,2021,46.2,63.6,64.8,98.3,57.4,68,59.5
99,University of Nottingham,United Kingdom,2021,60,71.6,47.7,90.8,83.5,46.4,59
100,Universidad Nacional Aut¨®noma de M¨¦xico (UNAM),Mexico,2021,93.3,90.9,52.9,9.9,3.6,4,58.8
101,Pennsylvania State University,United States,2021,74.9,75.3,29.9,15.9,36.9,59.7,58.4
101,"Trinity College Dublin, The University of Dublin",Ireland,2021,66.6,49.7,32.4,99.6,93.7,51.3,58.4
103,Technical University of Denmark,Denmark,2021,31.3,29.7,99.9,99.9,78.6,66,57.9
104,University of Helsinki,Finland,2021,65.3,45.9,67.5,61.4,5.7,48.4,57.6
105,Washington University in St. Louis,United States,2021,43.3,15.5,99.8,80,61.8,53.3,56.9
106,The University of Adelaide,Australia,2021,55.5,37,25.5,99.8,99.1,77.8,56.8
106,University of Geneva,Switzerland,2021,50.9,23.4,48.5,100,97.4,71.2,56.8
108,The Ohio State University,United States,2021,63.5,63.2,57.6,81.3,23.5,37.8,56.4
109,Purdue University,United States,2021,63.6,69.4,19.2,83.9,51.4,62.7,55.9
110,Boston University,United States,2021,62,53.4,42.4,30.9,88,54.3,55.8
110,Nagoya University,Japan,2021,58.7,52.3,90,14.8,20.4,35,55.8
112,"University of California, Davis",United States,2021,68.7,33.9,28.7,75.1,68.4,56.1,55.3
113,University of Oslo,Norway,2021,54.5,15.7,82.1,88.3,26.7,46.8,55.2
114,Queen Mary University of London,United Kingdom,2021,52.6,40.9,58.4,99.7,99,40.4,55.1
114,University of Bern,Switzerland,2021,30.2,38.7,70.9,100,42.7,86.7,54.9
115,Universidade de S?o Paulo,Brazil,2021,88.6,67.4,20.5,8.2,3.1,38.1,54.8
115,Wageningen University & Research,Netherlands,2021,40,22.2,96.9,45.5,79.8,53.1,54.8
117,Humboldt-Universit?t zu Berlin,Germany,2021,89.8,57.5,10,50,31.1,32.2,54.5
118,Universit¨¦ de Montr¨¦al,Canada,2021,55.1,53.6,66.8,88.8,59.7,29.1,54.3
119,University of Alberta,Canada,2021,54.6,37.7,50.5,91.2,79.9,47.2,54
120,Eindhoven University of Technology,Netherlands,2021,30.4,78.1,55.2,99.7,44.9,76.6,53.9
121,Pontificia Universidad Cat¨®lica de Chile (UC),Chile,2021,87.7,96.4,24.2,18.6,3.9,14.1,53.8
121,University of Southern California,United States,2021,58.1,55.1,34.1,32,84.3,60.5,53.8
121,Utrecht University,Netherlands,2021,66,34,38.9,59.9,25,58.3,53.8
124,Kyushu University,Japan,2021,54.6,62.5,86.7,14.4,20.4,31.2,53.7
124,Nanjing University,China (Mainland),2021,59.7,23.4,28,71.4,9.5,87.6,53.7
124,Uppsala University,Sweden,2021,66.3,27.7,42.8,66.3,35.3,52.5,53.7
127,Aalto University,Finland,2021,43.4,43,53.6,93.2,35.4,72.5,53.6
128,Leiden University,Netherlands,2021,69.2,32.2,25.8,82.2,48.1,52.6,53.4
128,University of Groningen,Netherlands,2021,50.6,28.1,62.6,92,86.5,43.2,53.4
130,Freie Universitaet Berlin,Germany,2021,80.9,48.4,4.2,63.6,46.6,46.7,53.2
131,"KIT, Karlsruhe Institute of Technology",Germany,2021,46.2,85,27.4,60.1,60.5,70.3,52.9
132,Universiti Putra Malaysia (UPM),Malaysia,2021,50.5,52.8,76.1,58.1,86.5,22.3,52.7
133,University of Technology Sydney,Australia,2021,45.3,78.8,8.8,98.1,94.9,74.4,52.6
135,Lancaster University,United Kingdom,2021,40.6,31,45.6,93.7,95.4,71.3,52.5
135,Ghent University,Belgium,2021,53.7,23.5,83,68.4,19.1,37.1,52.5
137,Politecnico di Milano,Italy,2021,67,82.6,5.3,46.4,49.6,55.9,52.4
138,CentraleSup¨¦lec,France,2021,15.6,99.9,89.1,65.6,86.1,51.9,52.3
139,Chalmers University of Technology,Sweden,2021,28.3,58.6,68.2,98.8,60.3,65.6,52.2
139,Hokkaido University,Japan,2021,54,60,80,17.9,16.2,32.7,52.2
141,Universiti Kebangsaan Malaysia (UKM),Malaysia,2021,53.8,55.7,93.3,31.2,40.8,11.9,52
142,Universiti Sains Malaysia (USM),Malaysia,2021,56,60.5,76.2,37.6,49.9,17.6,51.9
143,King Abdulaziz University (KAU),Saudi Arabia,2021,36.3,52.4,69,99,57,50.2,51.7
144,McMaster University,Canada,2021,40.7,47.6,81.4,99.3,48.1,32.4,51.5
145,RWTH Aachen University,Germany,2021,51.9,95.8,7.4,43.7,70.3,68.1,51.4
146,Hanyang University,South Korea,2021,46.5,78.3,77.1,23.1,31.9,31.9,51.3
147,Aarhus University,Denmark,2021,54.6,40.9,32.6,84.9,17,65.6,51
148,Technische Universit?t Berlin (TU Berlin),Germany,2021,54.1,75,50.3,38.2,74.4,28.2,50.8
149,University of Basel,Switzerland,2021,28.4,28.5,45.3,100,87.1,88.3,50.6
150,University of Vienna,Austria,2021,69.2,42.7,24.3,98.1,90.3,18.7,50.3
150,University of York,United Kingdom,2021,42.6,41.4,58.4,89.5,69.9,45.7,50.3
152,Newcastle University,United Kingdom,2021,43.7,76.8,39.6,87.6,81.2,41.8,50.2
152,"University of California, Santa Barbara (UCSB)",United States,2021,60,19.3,11.4,55.3,29.4,87.1,50.2
152,"University of Maryland, College Park",United States,2021,53.1,31.5,49.9,27.5,22.5,65,50.2
155,Tecnol¨®gico de Monterrey,Mexico,2021,41.7,88.3,87.3,96.7,16.1,5.2,49.9
156,University of Pittsburgh,United States,2021,43.9,19.6,96.7,8.6,19.4,45.6,49.7
157,Michigan State University,United States,2021,61.5,65.6,15.4,62,26.9,52.9,49.6
158,Emory University,United States,2021,25.8,14.5,98.5,50.1,41.1,63.9,49.1
159,Cardiff University,United Kingdom,2021,47.4,39.4,48,81.7,77,38.9,48.5
160,Alma Mater Studiorum - University of Bologna,Italy,2021,79.6,46.4,4.7,12.1,11.9,46.3,48.2
161,?cole Normale Sup¨¦rieure de Lyon,France,2021,33.3,10.1,94.6,53.7,18.9,54.7,48.1
162,Case Western Reserve University,United States,2021,19.7,18.7,86.5,55.3,74.5,67.8,47.4
162,University of Florida,United States,2021,49.7,51.9,75.3,20.6,12.9,26.8,47.4
164,The University of Exeter,United Kingdom,2021,39.7,60.3,42.6,90.6,79.4,40.2,47.2
165,Al-Farabi Kazakh National University,Kazakhstan,2021,42,63.1,98.2,42,30.7,1.4,46.9
166,University of Rochester,United States,2021,25.5,11.3,99.9,63.5,92.9,37.1,46.8
166,University of Waterloo,Canada,2021,39.6,77.5,7.9,76.4,83.4,67,46.8
168,National Tsing Hua University,"Taiwan,China",2021,49.5,58.1,34.8,19.4,18,58.3,46.4
169,Texas A&M University,United States,2021,60.7,59.9,8.1,25.2,19.1,59.2,46.2
169,University of Lausanne,Switzerland,2021,35.1,21.5,56.7,99.5,62,51.7,46.2
171,Sapienza University of Rome,Italy,2021,78.4,33.8,5.1,4.8,10.5,46.3,46.1
172,Indian Institute of Technology Bombay (IITB),India,2021,50.4,74.2,36.2,3.9,1.6,53.1,46
173,Technische Universit?t Dresden,Germany,2021,37.6,61.1,83.7,35.7,34.1,21.5,45.9
173,University of Bath,United Kingdom,2021,36.1,67.7,24.8,98.1,90.4,50,45.9
175,Eberhard Karls Universit?t T¨¹bingen,Germany,2021,45.6,22.6,89.5,45.8,26,17.8,45.8
175,Albert-Ludwigs-Universitaet Freiburg,Germany,2021,52,18.7,35.7,62.4,43.9,51.8,45.8
177,The Hebrew University of Jerusalem,Israel,2021,37.4,29.5,79.8,65.4,9.9,39.2,45.7
177,University College Dublin,Ireland,2021,49.2,41.6,28.8,97.6,63.2,39,45.7
177,University of Minnesota Twin Cities,United States,2021,64.3,26.2,31.9,7.1,15,48.1,45.7
180,Universidad de Chile,Chile,2021,73.9,91.2,13.8,9.5,7.4,15,45.6
181,Stockholm University,Sweden,2021,55.1,15.6,29,87.5,41.5,46.9,45.5
181,University of Liverpool,United Kingdom,2021,42.9,31,48.6,86.7,93.8,30.9,45.5
183,Universitat de Barcelona,Spain,2021,70.2,38.1,20.9,6.6,32.1,35.5,45.4
184,University of Otago,New Zealand,2021,53,36.5,17.6,100,59,43.5,45.3
185,Indian Institute of Science,India,2021,31.8,18.3,49.8,1.4,1.6,100,44.9
186,King Fahd University of Petroleum & Minerals,Saudi Arabia,2021,27.7,21.1,80.7,100,18.1,46.1,44.7
187,Universiti Teknologi Malaysia,Malaysia,2021,39.4,51.6,64.4,27.6,63.9,27.8,44.2
187,Vanderbilt University,United States,2021,26.9,24.7,100,23.5,31.5,39.7,44.2
189,Universit¨¦ catholique de Louvain (UCLouvain),Belgium,2021,50.2,37.2,7.6,87.2,39.9,60.9,44.1
189,Waseda University,Japan,2021,58.6,93.6,30.6,31,36.7,7.6,44.1
191,Keio University,Japan,2021,49.5,87,60.8,12.2,11.7,9.6,44
191,Vienna University of Technology,Austria,2021,32.3,52.7,10.2,75.2,86,77.5,44
193,Indian Institute of Technology Delhi (IITD),India,2021,44.3,64.5,28.4,2.3,1.5,67.8,43.9
194,University of Bergen,Norway,2021,33.6,8.2,77.9,87.3,8.8,42.4,43.4
195,University of G?ttingen,Germany,2021,49,17.9,65.5,49.9,25,24.3,43.3
196,University of Wollongong,Australia,2021,31.3,34.5,19.2,91.8,86,71,43.2
197,Erasmus University Rotterdam,Netherlands,2021,34,63.7,32.4,82.2,59,46.7,43.1
197,"The University of Newcastle, Australia (UON)",Australia,2021,33.5,27.9,32.4,99.9,44.6,64.7,43.1
197,University of Twente,Netherlands,2021,20.8,40.4,36.8,96.1,86.5,69.8,43.1
200,Universidad Aut¨®noma de Madrid,Spain,2021,57.1,55.4,42.3,8.8,12,23.3,42.8
200,Vrije Universiteit Brussel (VUB),Belgium,2021,24.7,18.9,87.3,88.2,62.1,29.1,42.8
202,University of Gothenburg,Sweden,2021,38.3,15.7,69.2,65.5,42.7,31.4,42.7
203,Dartmouth College,United States,2021,19.4,29.5,69.5,5.5,32.7,79.3,42.6
203,Western University,Canada,2021,29.8,63.7,7.4,95.6,51,76.1,42.6
205,University of Reading,United Kingdom,2021,33.4,34.3,28.6,93.2,86.4,53,42.3
206,Complutense University of Madrid,Spain,2021,66.4,63.5,23.3,3.2,21.3,14.2,41.9
207,University of Aberdeen,United Kingdom,2021,28.7,23.6,32.8,94.8,99,57.4,41.8
208,Chulalongkorn University,Thailand,2021,67.1,60.7,29.1,14.6,2.6,9,41.6
209,Queen's University Belfast,United Kingdom,2021,29,33,46.3,99.8,96.5,36.6,41.5
210,"University of California, Irvine",United States,2021,44.2,14.4,10.7,46.6,75.7,68.7,41.4
211,Khalifa University of Science and Technology,United Arab Emirates,2021,11.9,10.2,86.4,100,48.1,52.6,41.2
211,University of Notre Dame,United States,2021,29.2,47.5,68.2,29.3,19.8,42.3,41.2
213,Universitat Aut¨°noma de Barcelona,Spain,2021,59.9,33.9,15.2,22.2,23.1,39.9,40.9
214,Macquarie University,Australia,2021,31.6,49.6,21.8,97.2,97.5,44.5,40.8
214,Radboud University,Netherlands,2021,31.8,16.7,40.2,59,23.2,70.2,40.8
216,Universit¨¤ di Padova,Italy,2021,59.4,35.6,11.1,10.9,5.9,49.9,40.6
217,Curtin University,Australia,2021,32.4,43.4,16.8,100,50.2,60.6,40.5
217,Queensland University of Technology (QUT),Australia,2021,43.2,45.6,8.7,97.8,41.8,48.5,40.5
217,University of Virginia,United States,2021,37.2,42.4,61.4,8.1,14.3,38.5,40.5
220,American University of Beirut (AUB),Lebanon,2021,27.7,64,59.7,84.4,64.6,16.5,40.4
220,Arizona State University,United States,2021,43.4,33.4,11.1,67.5,46.3,57.6,40.4
220,University of Cape Town,South Africa,2021,45.1,39.7,25.3,67.1,35.8,39.6,40.4
223,RMIT University,Australia,2021,37.6,60.2,9.8,100,94.3,35,40
223,Victoria University of Wellington,New Zealand,2021,48.4,31.8,12.3,99.6,54.3,35.2,40
225,Saint Petersburg State University,Russia,2021,41.2,29.2,83.3,5.9,36.8,7.2,39.9
226,Loughborough University,United Kingdom,2021,30.9,66.1,29.3,83.8,72.2,34.1,39.7
227,Universidad de los Andes,Colombia,2021,55.3,94,23.8,28.4,2.5,7.6,39.6
228,Novosibirsk State University,Russia,2021,28.8,21.3,94.7,9,47.2,18.9,39.4
228,Universit?t Hamburg,Germany,2021,48.7,17.7,26.1,45,22.9,46.4,39.4
230,Georgetown University,United States,2021,33.5,47.7,63.2,15.1,47.2,25.8,39.3
230,Tel Aviv University,Israel,2021,34.3,29.9,6.2,33.2,9.3,94.9,39.3
230,University of Colorado Boulder,United States,2021,36.9,17.6,44.5,24.1,11,59.7,39.3
233,Universidade Estadual de Campinas (Unicamp),Brazil,2021,62.3,29.6,16.5,8.8,3.7,35.6,39.2
234,Maastricht University,Netherlands,2021,21.8,30.5,20,97.1,100,65,38.9
234,National Cheng Kung University (NCKU),"Taiwan,China",2021,41,60.9,35.8,17,23,35,38.9
236,Kyung Hee University,South Korea,2021,25.4,37.8,88.3,16.2,47.9,18.6,38.8
236,Vrije Universiteit Amsterdam,Netherlands,2021,41.7,18.3,43.1,37,23.6,41.9,38.8
238,National University of Ireland Galway,Ireland,2021,24.2,27.4,75.3,91.8,58.8,15.2,38.3
238,University of Antwerp,Belgium,2021,22.5,13.2,73.1,77.5,39.1,36.4,38.3
240,National Chiao Tung University,"Taiwan,China",2021,29.7,64.9,40.7,30,21.4,44.5,38.2
240,Rheinische Friedrich-Wilhelms-Universit?t Bonn,Germany,2021,50.6,13.8,43.5,43.8,23.6,21.3,38.2
242,Ecole des Ponts ParisTech,France,2021,8.8,49.9,93.1,31.8,99.6,20.7,38.1
242,Sciences Po,France,2021,21,29.2,89.1,52,99.2,6,38.1
242,University of Leicester,United Kingdom,2021,24.8,17.3,45.6,82.7,85.4,43.3,38.1
245,Qatar University,Qatar,2021,19.3,23.3,69.7,100,95.4,19.4,37.9
246,Queen's University at Kingston,Canada,2021,36.5,68.8,7.5,71,28.8,48.2,37.8
246,University of Calgary,Canada,2021,33,36.6,27.2,82.9,57.1,41.2,37.8
246,University of Sussex,United Kingdom,2021,28,10.2,20.2,96.4,95.1,58.7,37.8
246,Wuhan University,China (Mainland),2021,38.2,53.7,16.8,48.6,8.5,53.4,37.8
250,Tomsk State University,Russia,2021,21.7,15.1,99.9,29.1,93.4,6.1,37.7
250,Universite libre de Bruxelles,Belgium,2021,33,50,6.8,87.2,88.7,45.8,37.7
252,Mahidol University,Thailand,2021,41.7,44.4,69.6,8.6,5.6,7.8,37.5
252,University of Navarra,Spain,2021,28.8,67.8,51.3,25,68.5,20.4,37.5
254,Gadjah Mada University,Indonesia,2021,44.9,43.2,59.9,48.7,2.2,1.7,37.4
254,Universiti Brunei Darussalam (UBD),Brunei,2021,18.3,10.5,95.4,100,63.9,7.9,37.4
256,Tongji University,China (Mainland),2021,34.4,8.5,22.4,88,28.4,60.6,37.2
256,University of Illinois at Chicago (UIC),United States,2021,44.7,29.3,40.4,10.3,21.1,32.8,37.2
258,Rutgers University¨CNew Brunswick,United States,2021,38.9,35.5,55.1,24.6,42.3,16.3,37
259,Universidad Nacional de Colombia,Colombia,2021,60.8,93.2,7,8.2,1.3,5.6,36.9
260,Charles University,Czech Republic,2021,43.4,37.6,48.4,19,46.9,11.8,36.7
260,Harbin Institute of Technology,China (Mainland),2021,22.4,8.4,49.3,9.6,8.7,79.8,36.7
260,Tufts University,United States,2021,20.2,7.8,75.7,32.8,36,45.3,36.7
263,Sun Yat-sen University,China (Mainland),2021,35.4,33.7,57.5,9.7,6.3,31.9,36.4
264,Hong Kong Baptist University,"Hong Kong,China",2021,18.2,12.7,39.3,98.2,95.6,49.9,36.3
265,Universit?t Innsbruck,Austria,2021,20.6,13.8,66.1,99.3,99.5,15.8,36.2
265,University of Tsukuba,Japan,2021,34.6,17.6,68.9,15.5,27.3,22.5,36.2
267,National Taiwan University of Science and Technology (Taiwan Tech),"Taiwan,China",2021,24.8,28,58.5,23.2,40.8,40.7,36
267,Technical University of Darmstadt,Germany,2021,20.3,62.2,5.9,53.4,68.7,70.6,36
267,University of Surrey,United Kingdom,2021,23.4,31.6,22.4,97.1,95.4,45.8,36
270,University of Canterbury,New Zealand,2021,35.6,37.4,10.7,99.6,60.2,38,35.9
270,University of Massachusetts Amherst,United States,2021,41.2,16.1,16.4,35.2,25.6,56.2,35.9
272,Massey University,New Zealand,2021,29.3,24.5,29.3,98.7,97.6,28.8,35.8
273,USI - Universit¨¤ della Svizzera italiana,Switzerland,2021,4.7,5.2,86.1,100,100,29.1,35.6
273,The University of Arizona,United States,2021,41.3,18.5,52,24.6,15.6,23.2,35.6
275,Deakin University,Australia,2021,28.9,39.8,5.1,97.1,82.7,48.7,35.5
275,Indian Institute of Technology Madras (IITM),India,2021,34.1,50.1,31.5,2.6,1.5,50.9,35.5
275,Graz University of Technology,Austria,2021,13.5,9.2,96.1,70.6,55.7,17.3,35.5
275,Universit¨¦ de Paris,France,2021,43.1,7.2,20.7,17.2,19.6,56.8,35.5
279,Beijing Normal University,China (Mainland),2021,38.3,8.8,30.4,24.4,28.8,51.3,35.4
279,University of Ottawa,Canada,2021,25.3,38.8,5.7,94.9,58.6,62,35.4
281,Moscow Institute of Physics and Technology (MIPT / Moscow Phystech),Russia,2021,15.7,27.9,97.7,32,42.4,13.8,35.3
282,Bauman Moscow State Technical University,Russia,2021,21.6,48.9,100,11,11.5,1.5,35.2
282,University of Cologne,Germany,2021,39.2,42.9,27.3,57.4,37.4,23.9,35.2
284,United Arab Emirates University,United Arab Emirates,2021,23.5,35.3,61.6,100,40.8,12.8,35.1
285,University of Tartu,Estonia,2021,25.3,15.2,83.4,29.6,26,18.5,35
286,University College Cork,Ireland,2021,28.6,31.3,42.8,91.9,46.4,23.4,34.9
287,King Saud University,Saudi Arabia,2021,31,11.7,59.4,91.8,14.2,19.3,34.8
287,Universitat Pompeu Fabra,Spain,2021,31.4,28.7,12.7,63.6,22.6,61.4,34.8
287,Universit¨¦ Paris 1 Panth¨¦on-Sorbonne,France,2021,60.1,41.3,5.7,32.7,56.9,3.8,34.8
287,University of Turku,Finland,2021,26.3,32.2,62,28.8,5.9,33.6,34.8
291,Dalhousie University,Canada,2021,18.8,20.5,19.7,100,81,59.4,34.6
291,ENS Paris-Saclay,France,2021,18.1,9.4,89.6,35.1,35.7,23.9,34.6
291,Technion - Israel Institute of Technology,Israel,2021,27,27.4,22.4,48.2,3.6,68.7,34.6
291,University of Miami,United States,2021,24.2,26.2,53.1,8,36.7,46.3,34.6
295,Gwangju Institute of Science and Technology (GIST),South Korea,2021,11.7,5.6,39.7,15.8,7.1,100,34.5
295,North Carolina State University,United States,2021,31.5,20.2,18.5,64.6,24.9,57.5,34.5
295,University of South Australia,Australia,2021,24.4,17.2,23.4,100,61.2,50.4,34.5
